timestamp,BTC,ETH,DASH,LTC,ETC,XRP
08/31-22:00,5159000,424600,413050,73280,17830,262
08/31-23:00,5191000,426650,412150,73300,17900,264
09/01-00:00,5154000,423050,410600,73210,17830,274
09/01-01:00,5182000,422950,411600,77390,17895,272
09/01-02:00,5194000,424100,412500,79000,17865,272
09/01-03:00,5195000,425200,411600,78090,17975,272
09/01-04:00,5200000,425550,412650,78960,18040,272
09/01-05:00,5186000,425050,412050,78400,18000,271
09/01-06:00,5205000,424800,418150,79250,18080,273
09/01-07:00,5189000,425500,418000,81000,18085,275
09/01-08:00,5194000,425200,419200,79310,18425,284
09/01-09:00,5184000,425650,417200,79700,18360,286
09/01-10:00,5227000,428400,420550,78800,18825,285
09/01-11:00,5225000,430950,416950,79290,18365,282
09/01-12:00,5216000,432150,418200,79610,18445,283
09/01-13:00,5206000,431000,421800,81050,18615,284
09/01-14:00,5198000,428650,419250,81990,18380,277
09/01-15:00,5197000,428350,418950,84510,18375,276
09/01-16:00,5220000,429000,420050,89000,18360,276
09/01-17:00,5240000,431200,437400,85780,18440,279
09/01-18:00,5291000,431700,422500,83410,18435,280
09/01-19:00,5284000,432050,422850,84770,18435,281
09/01-20:00,5299000,430850,423100,84930,18670,283
09/01-21:00,5262000,429000,420400,83420,20880,280
09/01-22:00,5290000,429000,423850,83210,21060,280
09/01-23:00,5255000,428200,420900,84380,22180,281
09/02-00:00,5248000,427150,422800,84380,21600,277
09/02-01:00,5243000,427200,423800,85400,22450,277
09/02-02:00,5220000,427050,423000,86900,22270,277
09/02-03:00,5220000,427000,422400,90990,22365,279
09/02-04:00,5236000,426500,423100,94400,22390,276
09/02-05:00,5252000,426000,424000,94700,22615,276
09/02-06:00,5275000,424800,424700,96280,23360,277
09/02-07:00,5274000,425600,427400,95000,24000,278
09/02-08:00,5306000,426550,427750,93500,24030,277
09/02-09:00,5355000,428300,434150,95290,24565,277
09/02-10:00,5419000,427550,434100,99630,24150,276
09/02-11:00,5456000,427750,436100,100410,25970,274
09/02-12:00,5425000,426250,428750,98100,25385,274
09/02-13:00,5342000,416500,426100,95110,24190,266
09/02-14:00,5368000,420050,428200,94500,23845,272
09/02-15:00,5001000,386500,394000,83500,20970,248
09/02-16:00,5217000,408300,411400,92050,23210,262
09/02-17:00,5253000,407950,412600,90930,23105,264
09/02-18:00,5200000,403750,409000,89700,22955,262
09/02-19:00,5154000,394500,404000,88700,22550,259
09/02-20:00,5210000,400100,405000,92520,23495,258
09/02-21:00,5189000,400300,405700,91310,23235,261
09/02-22:00,5145000,396800,398900,89100,22810,258
09/02-23:00,5170000,397000,400300,89270,22710,259
09/03-00:00,5051000,380000,380000,83220,21315,251
09/03-01:00,5019000,381450,380700,84100,21575,248
09/03-02:00,4974000,372500,372000,82100,21125,247
09/03-03:00,5018000,376900,378550,85400,21415,250
09/03-04:00,4981000,376050,377450,84570,21225,250
09/03-05:00,4994000,376700,376500,84810,20900,250
09/03-06:00,4914000,365750,366200,81690,20475,247
09/03-07:00,4907000,365300,370650,81670,20290,246
09/03-08:00,4970000,371000,381050,84150,21440,249
09/03-09:00,5105000,386950,395000,88430,22545,254
09/03-10:00,5147000,388650,399750,89000,22455,254
09/03-11:00,5096000,388850,393600,88000,21845,253
09/03-12:00,5096000,386900,393850,87990,21825,253
09/03-13:00,5174000,394950,399850,88470,22150,257
09/03-14:00,5196000,397500,407000,90780,22345,259
09/03-15:00,5276000,410500,417000,94390,23050,264
09/03-16:00,5145000,395400,405900,90110,22100,257
09/03-17:00,5141000,396050,406750,90020,22200,256
09/03-18:00,5165000,396950,405750,90330,22180,257
09/03-19:00,5120000,389800,399800,88410,21880,254
09/03-20:00,5099000,386000,392550,87890,21585,252
09/03-21:00,5050000,380550,388700,85620,21240,249
09/03-22:00,5086000,384050,391500,87330,21600,252
09/03-23:00,4909000,375000,379000,83400,20600,246
09/04-00:00,4953000,374500,387000,84490,20695,246
09/04-01:00,5033000,382100,389450,86290,21130,250
09/04-02:00,5041000,381400,391000,87200,21300,251
09/04-03:00,5047000,383500,395000,86870,21280,252
09/04-04:00,5027000,385500,390000,86440,21200,252
09/04-05:00,5069000,385200,395000,87450,21510,253
09/04-06:00,5081000,388150,394250,87980,21560,254
09/04-07:00,5151000,392550,399950,89750,21970,257
09/04-08:00,5123000,390200,397350,88150,21655,255
09/04-09:00,5141000,391650,400800,87290,21340,255
09/04-10:00,5105000,387550,395600,86840,21180,251
09/04-11:00,5097000,384100,394900,86420,21320,253
09/04-12:00,5089000,385300,399000,86800,21215,253
09/04-13:00,5092000,385950,398050,86850,21180,252
09/04-14:00,5091000,384500,396950,86340,21230,254
09/04-15:00,5056000,380800,392200,84920,21070,251
09/04-16:00,5052000,379550,392600,85010,21005,251
09/04-17:00,4938000,362850,376000,80510,19800,245
09/04-18:00,4910000,348600,362000,77510,19050,237
09/04-19:00,5026000,365000,382350,82450,20300,242
09/04-20:00,4980000,354500,375300,78690,19985,238
09/04-21:00,4921000,345000,362850,77390,19380,235
09/04-22:00,4923000,334100,356600,75100,18800,229
09/04-23:00,4954000,339500,363000,76980,19400,232
09/05-00:00,4830000,327500,349550,73680,18530,226
09/05-01:00,4877000,334000,359850,74630,18940,228
09/05-02:00,4781000,328100,353850,73810,18690,224
09/05-03:00,4701000,323400,345050,71800,18205,222
09/05-04:00,4807000,337750,349300,74790,18800,228
09/05-05:00,4833000,345000,361000,77220,18905,233
09/05-06:00,4866000,351150,363200,79180,19415,234
09/05-07:00,4959000,354550,377950,81550,19800,238
09/05-08:00,4900000,347250,369100,77550,19325,236
09/05-09:00,4801000,336450,356500,76400,18700,232
09/05-10:00,4718000,328150,348400,74310,18275,226
09/05-11:00,4400000,300050,315400,68010,16950,212
09/05-12:00,4693000,323050,338550,72790,17955,225
09/05-13:00,4540000,310900,320000,70990,17420,220
09/05-14:00,4592000,319650,325450,72210,17590,224
09/05-15:00,4536000,313000,323750,70720,17390,221
09/05-16:00,4658000,331500,334850,72850,17845,229
09/05-17:00,4787000,337950,347700,75990,18515,235
09/05-18:00,4744000,332050,343000,74120,18405,232
09/05-19:00,4721000,332800,345700,74210,18180,231
09/05-20:00,4770000,337100,348200,75720,18455,234
09/05-21:00,4843000,341150,351300,79100,18675,238
09/05-22:00,4806000,342900,350200,77680,18715,238
09/05-23:00,4863000,347850,357800,79520,18990,240
09/06-00:00,4853000,345750,356050,78970,18900,240
09/06-01:00,4736000,332800,350050,76130,18310,235
09/06-02:00,4824000,342450,354100,79080,18710,238
09/06-03:00,4848000,344600,356900,79100,18830,239
09/06-04:00,4871000,349250,357950,80200,19060,239
09/06-05:00,4933000,353650,364050,81050,19195,241
09/06-06:00,4924000,352900,360950,80630,19040,241
09/06-07:00,4890000,347950,361950,79190,18710,239
09/06-08:00,4987000,359600,373700,82890,19530,246
09/06-09:00,4962000,357400,369000,82420,19430,244
09/06-10:00,5062000,369900,378450,85970,19930,248
09/06-11:00,5092000,375500,383150,86890,20715,251
09/06-12:00,4995000,367000,376400,84790,20230,247
09/06-13:00,5029000,370000,378850,85790,20390,250
09/06-14:00,4926000,358100,366000,82310,19600,244
09/06-15:00,4950000,362000,370950,83950,19900,246
09/06-16:00,4955000,358350,367900,83310,19740,244
09/06-17:00,5024000,366500,373500,85500,20135,248
09/06-18:00,5051000,370050,376900,86540,20410,249
09/06-19:00,5014000,366000,375450,85820,20125,248
09/06-20:00,5027000,366650,374550,85860,19950,253
09/06-21:00,5048000,368750,376900,85670,20105,250
09/06-22:00,5021000,367050,370450,85310,20060,249
09/06-23:00,5002000,364900,370450,84840,19865,249
09/07-00:00,5016000,363850,372450,85180,19985,248
09/07-01:00,5061000,366700,376000,86370,20215,250
09/07-02:00,5061000,370450,378800,87510,20210,250
09/07-03:00,5060000,373000,382600,89290,20285,252
09/07-04:00,5059000,370000,383850,88330,20380,251
09/07-05:00,5047000,369950,380250,88360,20385,251
09/07-06:00,5019000,368350,381050,87830,20490,251
09/07-07:00,5044000,370300,381500,89210,20680,251
09/07-08:00,5039000,369800,383600,89110,20950,253
09/07-09:00,5068000,372000,385100,89100,21300,254
09/07-10:00,4998000,364500,376000,87300,20405,250
09/07-11:00,4972000,357000,370350,85370,20200,246
09/07-12:00,5018000,362700,377050,87200,20675,249
09/07-13:00,5015000,363100,379450,86900,20365,247
09/07-14:00,5029000,364300,377200,87300,20580,249
09/07-15:00,5036000,365350,378650,87810,20630,250
09/07-16:00,5038000,362550,378850,87250,20560,249
09/07-17:00,5020000,360750,377000,86500,20395,248
09/07-18:00,5032000,360000,374000,85600,20180,246
09/07-19:00,5065000,363800,377800,87290,20525,249
09/07-20:00,5073000,361450,376850,86440,20460,247
09/07-21:00,5085000,363250,379500,87200,20450,248
09/07-22:00,5109000,366500,379800,89000,20600,250
09/07-23:00,5115000,367700,381950,91000,20555,250
09/08-00:00,5085000,366200,380650,89100,20495,251
09/08-01:00,5118000,369000,382900,89410,20475,251
09/08-02:00,5086000,366000,382500,89230,20425,251
09/08-03:00,5079000,365950,381350,89290,20450,251
09/08-04:00,5070000,365800,380950,89250,20380,251
09/08-05:00,5078000,366000,378500,88790,20400,250
09/08-06:00,5062000,366050,377800,88640,20410,251
09/08-07:00,5084000,367300,380200,88690,20425,249
09/08-08:00,5080000,366500,380200,88580,20465,250
09/08-09:00,5082000,366750,380350,88100,20360,250
09/08-10:00,5081000,365250,380100,88100,20285,249
09/08-11:00,5076000,364700,381650,88400,20280,250
09/08-12:00,5078000,365150,380800,88500,20285,250
09/08-13:00,5079000,364000,382350,88000,20280,250
09/08-14:00,5047000,363300,381150,87840,20210,249
09/08-15:00,5063000,362700,380450,88000,20155,248
09/08-16:00,5084000,365600,383600,88510,20280,249
09/08-17:00,5081000,363300,382350,88330,20175,248
09/08-18:00,5117000,365500,384550,89550,20460,250
09/08-19:00,5107000,364950,384350,89040,20400,250
09/08-20:00,5096000,366050,403050,88630,20390,250
09/08-21:00,5098000,366250,406150,88670,20275,251
09/08-22:00,5100000,364700,402000,88640,20275,249
09/08-23:00,5000000,350050,386550,84840,19290,242
09/09-00:00,4951000,345000,380500,83800,19170,241
09/09-01:00,4959000,348200,379650,84510,19350,244
09/09-02:00,4943000,346050,377500,83550,19015,241
09/09-03:00,4895000,345600,376750,83040,19050,241
09/09-04:00,4883000,345300,371000,81930,19015,240
09/09-05:00,4848000,340650,368800,80540,18790,238
09/09-06:00,4860000,342750,371200,81520,18715,239
09/09-07:00,4800000,339950,369200,80300,18795,239
09/09-08:00,4924000,351500,376000,84200,19280,243
09/09-09:00,4934000,348450,385800,83730,19205,241
09/09-10:00,4928000,346350,382000,82670,19100,241
09/09-11:00,4842000,340250,374500,80770,18750,239
09/09-12:00,4864000,341550,371850,80850,18800,240
09/09-13:00,4867000,340400,371100,80060,18710,240
09/09-14:00,4836000,339650,370600,80190,18550,238
09/09-15:00,4938000,344650,378000,82090,18930,241
09/09-16:00,4873000,339800,369200,80890,18520,239
09/09-17:00,4882000,340300,368700,80650,18520,239
09/09-18:00,4828000,335000,363050,79340,18200,238
09/09-19:00,4835000,337200,365350,79190,18225,237
09/09-20:00,4820000,336500,363200,78370,18175,237
09/09-21:00,4855000,339900,369600,79700,18410,238
09/09-22:00,4847000,340450,369300,79440,18350,238
09/09-23:00,4829000,337150,364800,78140,18140,238
09/10-00:00,4818000,338000,364350,78610,18135,238
09/10-01:00,4806000,337400,362300,78520,18070,237
09/10-02:00,4807000,336900,361850,78940,18050,237
09/10-03:00,4794000,335800,360550,78410,17910,236
09/10-04:00,4767000,334300,358200,78300,17810,236
09/10-05:00,4825000,338100,359100,79520,18055,238
09/10-06:00,4820000,339650,363250,79400,18160,238
09/10-07:00,4841000,340600,365000,80400,18200,239
09/10-08:00,4881000,344000,368800,80730,18400,240
09/10-09:00,4870000,343400,366950,79520,18380,240
09/10-10:00,4846000,340150,363350,79180,18120,239
09/10-11:00,4861000,339000,363500,79100,18075,238
09/10-12:00,4804000,335500,360650,78360,17900,237
09/10-13:00,4751000,334550,355500,76540,17830,236
09/10-14:00,4725000,328550,351950,73650,17410,232
09/10-15:00,4629000,322950,341700,74150,17085,232
09/10-16:00,4448000,310200,332000,69750,16090,224
09/10-17:00,4634000,320950,348750,72860,16905,229
09/10-18:00,4653000,322450,349900,72830,16860,230
09/10-19:00,4625000,319600,337550,71840,16530,227
09/10-20:00,4657000,321950,342550,72700,16680,229
09/10-21:00,4732000,329000,353550,74310,17100,235
09/10-22:00,4710000,326600,349500,74230,16970,233
09/10-23:00,4741000,331500,352750,76100,17195,235
09/11-00:00,4768000,334000,359850,76500,17470,237
09/11-01:00,4718000,330700,354900,76600,17275,238
09/11-10:00,4737000,331550,362000,74920,17045,244
09/11-11:00,4862000,343950,371850,78790,17890,245
09/11-12:00,4889000,344300,379050,80280,18040,245
09/11-13:00,4889000,345950,373550,79900,17995,246
09/11-14:00,4830000,339000,369700,77930,17610,243
09/11-15:00,4760000,334400,365250,76180,17370,241
09/11-16:00,4771000,333400,363100,76500,17275,242
09/11-17:00,4740000,333000,363000,75880,17265,243
09/11-18:00,4745000,331100,360250,76000,17150,243
09/11-19:00,4732000,330950,359000,75500,17165,247
09/11-20:00,4740000,332250,359200,75800,17160,248
09/11-21:00,4733000,331150,358000,75300,17105,246
09/11-22:00,4728000,332950,359650,75900,17180,247
09/11-23:00,4783000,336600,362000,77200,17385,247
09/12-00:00,4767000,336400,361800,77280,17360,248
09/12-01:00,4774000,336500,363100,76930,17360,246
09/12-02:00,4796000,338850,362800,78080,17440,248
09/12-03:00,4760000,335850,362600,77090,17390,246
09/12-04:00,4770000,336450,363400,77180,17390,246
09/12-05:00,4740000,336100,363950,76790,17310,246
09/12-06:00,4761000,335850,361250,77150,17360,246
09/12-07:00,4779000,337050,362700,77230,17295,247
09/12-08:00,4796000,337200,363650,77180,17390,246
09/12-09:00,4791000,338200,362050,77120,17270,244
09/12-10:00,4838000,341550,364150,78130,17430,246
09/12-11:00,4800000,339300,362800,77880,17345,244
09/12-12:00,4823000,340550,364200,78450,17405,247
09/12-13:00,4842000,341900,365000,79100,17600,248
09/12-14:00,4844000,342850,364250,78890,17620,246
09/12-15:00,4841000,344900,364900,79070,17610,247
09/12-16:00,4853000,350500,367200,79630,17760,248
09/12-17:00,4856000,347800,366250,79360,17820,247
09/12-18:00,4793000,342200,363350,77750,17480,245
09/12-19:00,4810000,342750,364750,78200,17550,246
09/12-20:00,4829000,344500,366350,78800,17625,247
09/12-21:00,4834000,344600,366000,78510,17610,247
09/12-22:00,4807000,344000,365650,78080,17530,247
09/12-23:00,4765000,341200,364950,77000,17425,246
09/13-00:00,4760000,340600,364850,76900,17310,244
09/13-01:00,4746000,338100,364400,76190,17290,243
09/13-02:00,4760000,340000,363600,76960,17380,243
09/13-03:00,4730000,336000,363550,75930,17220,240
09/13-04:00,4702000,331250,367000,74830,17185,236
09/13-05:00,4744000,335800,367600,76160,17200,239
09/13-06:00,4746000,334550,368000,75700,17200,238
09/13-07:00,4763000,337000,369150,76350,17295,241
09/13-08:00,4759000,336650,373400,75630,17200,238
09/13-09:00,4707000,332400,367350,74520,17010,236
09/13-10:00,4673000,330100,363900,74890,16925,235
09/13-11:00,4644000,326600,360200,73530,16810,235
09/13-12:00,4576000,320150,355500,70710,16460,230
09/13-13:00,4543000,317100,348500,69760,16300,229
09/13-14:00,4624000,324400,350900,72700,16595,232
09/13-15:00,4580000,321850,348100,71970,16380,231
09/13-16:00,4620000,324750,351000,72800,16595,233
09/13-17:00,4557000,321000,349050,71610,16465,231
09/13-18:00,4548000,319800,348750,71650,16465,231
09/13-19:00,4549000,319700,347700,71350,16405,231
09/13-20:00,4501000,314500,341000,70350,16130,227
09/13-21:00,4492000,310050,335950,69110,16055,226
09/13-22:00,4499000,312500,341900,70430,16175,229
09/13-23:00,4453000,312400,337000,69500,16020,227
09/14-00:00,4430000,310550,332850,68990,16050,225
09/14-01:00,4436000,310950,338750,69790,16160,227
09/14-02:00,4530000,317000,343000,71270,16420,229
09/14-03:00,4511000,315800,344750,71010,16380,230
09/14-04:00,4493000,314000,342300,70840,16320,229
09/14-05:00,4480000,313150,342800,71250,16300,229
09/14-06:00,4503000,313650,343800,71290,16575,229
09/14-07:00,4515000,316800,345650,71180,16500,230
09/14-08:00,4542000,320950,347050,72000,16490,231
09/14-09:00,4462000,317600,345350,71010,16280,228
09/14-10:00,4513000,320900,347700,71330,16430,229
09/14-11:00,4492000,319650,345150,71300,16450,228
09/14-12:00,4457000,317850,344100,71050,16435,228
09/14-13:00,4406000,312500,343050,70080,16320,226
09/14-14:00,4410000,310800,338950,69690,16220,226
09/14-15:00,4381000,308200,337750,68900,16065,225
09/14-16:00,4363000,307800,333500,68800,16030,224
09/14-17:00,4383000,308100,337000,68710,16010,225
09/14-18:00,4348000,307400,333000,67910,15895,224
09/14-19:00,4229000,300200,325150,65230,15390,219
09/14-20:00,4170000,293300,316750,63880,14970,215
09/14-21:00,4007000,277000,300000,57610,13700,205
09/14-22:00,3990000,269600,292000,56010,13355,201
09/14-23:00,4020000,280000,300400,58190,13605,206
09/15-00:00,4060000,282950,300150,59120,13715,207
09/15-01:00,4039000,278950,300150,58550,13610,205
09/15-02:00,3998000,272900,300000,57230,13410,203
09/15-03:00,3871000,265200,285000,55060,13000,199
09/15-04:00,3955000,275850,293150,57360,13400,204
09/15-05:00,3898000,272100,290050,56750,13200,203
09/15-06:00,3889000,272050,290000,56850,13120,202
09/15-07:00,3773000,262500,282750,53800,12500,203
09/15-08:00,3643000,251800,267950,51260,11615,190
09/15-09:00,3424000,237200,256100,47300,10740,182
09/15-10:00,3761000,260450,278100,52490,12255,197
09/15-11:00,3910000,271250,292650,54880,12625,202
09/15-12:00,3899000,272050,295650,55660,12940,202
09/15-13:00,3835000,268450,300000,54090,12730,202
09/15-14:00,3755000,263000,289900,52740,12345,199
09/15-15:00,3771000,263600,288000,53300,12310,200
09/15-16:00,3500000,244650,265000,48680,11250,192
09/15-17:00,3520000,246000,271900,48540,11400,192
09/15-18:00,3550000,249000,280600,49190,11540,193
09/15-19:00,3431000,236900,275000,45230,10535,186
09/15-20:00,3349000,228950,255000,41200,10010,179
09/15-21:00,3400000,230800,244850,41300,10165,175
09/15-22:00,3783000,263450,284350,51790,11785,194
09/15-23:00,3773000,258650,276000,51240,11435,190
09/16-00:00,3970000,280150,299950,58290,12800,199
09/16-01:00,4255000,296200,345000,59890,13405,213
09/16-02:00,4009000,272850,317950,55700,12500,202
09/16-03:00,4020000,277050,311900,55070,12460,203
09/16-04:00,3980000,275550,310000,55400,12430,203
09/16-05:00,4102000,287050,315000,57490,12985,206
09/16-06:00,4170000,293250,325000,59130,13250,210
09/16-07:00,4309000,299200,340000,61690,13500,214
09/16-08:00,4262000,295200,335300,60400,13275,211
09/16-09:00,4167000,289750,320000,58510,12800,206
09/16-10:00,4226000,293000,325100,59000,13055,208
09/16-11:00,4267000,295100,334750,59640,13130,209
09/16-12:00,4200000,291600,330950,59480,13125,206
09/16-13:00,4237000,293700,333850,59850,13130,206
09/16-14:00,4240000,293000,332800,59800,13195,209
09/16-15:00,4267000,298400,332900,60860,13300,210
09/16-16:00,4260000,296050,329650,60910,13230,210
09/16-17:00,4266000,295300,331000,60980,13160,210
09/16-18:00,4267000,294600,329200,60860,13145,210
09/16-19:00,4070000,281500,322900,57410,12540,203
09/16-20:00,3983000,272700,308500,56300,12080,198
09/16-21:00,4070000,280100,318300,58110,12480,201
09/16-22:00,4000000,275000,315800,56600,12265,198
09/16-23:00,4037000,277200,316600,56960,12355,199
09/17-00:00,4011000,275200,315000,56770,12205,198
09/17-01:00,3987000,274650,324950,56520,12225,199
09/17-02:00,4044000,277850,335300,57370,12300,199
09/17-03:00,4052000,281300,334400,57540,12340,200
09/17-04:00,4150000,286350,337000,58450,12555,204
09/17-05:00,4119000,283300,332600,57900,12360,203
09/17-06:00,4117000,284250,334700,57910,12450,203
09/17-07:00,4122000,283950,333400,58520,12520,204
09/17-08:00,4168000,285300,336700,58910,12600,205
09/17-09:00,4121000,283850,334700,57820,12500,203
09/17-10:00,4076000,280800,327500,57600,12370,202
09/17-11:00,4072000,279200,324600,57380,12285,200
09/17-12:00,4070000,278850,326450,57170,12340,200
09/17-13:00,4054000,279000,323350,56900,12235,199
09/17-14:00,4043000,277750,321050,56500,12225,199
09/17-15:00,4019000,275450,320950,55680,12035,199
09/17-16:00,4009000,275800,318200,55740,12065,197
09/17-17:00,3994000,273400,318800,55100,11995,197
09/17-18:00,3985000,273000,316500,55290,11880,197
09/17-19:00,4044000,277700,331500,56370,12140,198
09/17-20:00,4042000,277550,330000,56040,12130,199
09/17-21:00,4017000,276600,331600,56100,12125,199
09/17-22:00,4044000,278300,333000,56190,12150,199
09/17-23:00,4132000,285150,335100,57520,12350,203
09/18-00:00,4115000,285550,337100,57450,12355,201
09/18-01:00,4133000,287000,342200,57480,12430,202
09/18-02:00,4163000,288300,342050,57820,12525,203
09/18-03:00,4142000,289850,338000,57930,12455,203
09/18-04:00,4099000,286750,336250,57220,12320,201
09/18-05:00,4119000,287600,339850,57410,12385,201
09/18-06:00,4123000,288450,341050,57860,12415,203
09/18-07:00,4111000,285500,338000,57320,12350,201
09/18-08:00,4098000,284850,338650,56650,12240,202
09/18-09:00,4082000,285400,348600,56590,12285,201
09/18-10:00,4138000,293850,348000,57390,12415,203
09/18-11:00,4177000,301900,354000,57820,12520,203
09/18-12:00,4225000,311800,355750,58840,12930,205
09/18-13:00,4201000,310700,362350,58250,12765,204
09/18-14:00,4192000,312500,372950,58210,12785,205
09/18-15:00,4272000,323050,372400,59790,13130,207
09/18-16:00,4339000,325000,371100,60700,13135,210
09/18-17:00,4363000,315550,366800,60350,13125,211
09/18-18:00,4348000,317600,365950,60030,13000,209
09/18-19:00,4312000,313000,359100,59280,12750,207
09/18-20:00,4358000,317000,361750,59940,12995,208
09/18-21:00,4380000,317500,365750,59990,12985,207
09/18-22:00,4421000,323050,368250,60900,13125,210
09/18-23:00,4451000,325850,367400,61490,13185,209
09/19-00:00,4367000,316400,359550,59880,12900,207
09/19-01:00,4384000,316550,359000,60250,12855,207
09/19-02:00,4348000,315400,361450,60020,12805,207
09/19-03:00,4327000,315750,356650,59740,12775,205
09/19-04:00,4375000,318550,359850,60060,12845,207
09/19-05:00,4380000,318600,362900,60040,12895,207
09/19-06:00,4388000,317850,361500,60160,12950,207
09/19-07:00,4447000,322500,368900,60960,13070,209
09/19-08:00,4427000,320750,364300,60710,13020,209
09/19-09:00,4459000,324950,368600,61310,13145,210
09/19-10:00,4413000,322050,364000,60740,13020,210
09/19-11:00,4390000,319750,363050,60310,13075,208
09/19-12:00,4415000,320250,362000,60330,13095,209
09/19-13:00,4413000,319500,359500,60020,13100,208
09/19-14:00,4361000,315400,356750,59300,12865,207
09/19-15:00,4324000,310000,357100,58440,12720,204
09/19-16:00,4374000,316650,357500,59120,12830,205
09/19-17:00,4337000,312250,354150,57990,12595,204
09/19-18:00,4382000,315350,358550,58880,12820,206
09/19-19:00,4408000,318450,362650,59420,12915,207
09/19-20:00,4453000,321500,364750,60230,12990,208
09/19-21:00,4426000,318500,360850,60390,12910,206
09/19-22:00,4414000,319150,360000,59850,12845,206
09/19-23:00,4372000,315250,358550,59560,12750,205
09/20-00:00,4407000,318300,362800,60050,12885,207
09/20-01:00,4417000,320200,362550,60100,12915,207
09/20-02:00,4408000,318650,361000,59930,12920,207
09/20-03:00,4410000,319000,362650,60030,12915,207
09/20-04:00,4414000,318500,361900,59700,12885,208
09/20-05:00,4373000,316750,359550,58890,12755,208
09/20-06:00,4400000,317000,357100,59310,12815,207
09/20-07:00,4396000,317350,360200,59450,12815,206
09/20-08:00,4409000,318850,367550,59890,13100,207
09/20-09:00,4394000,318000,365000,59290,12880,207
09/20-10:00,4392000,316800,362150,59540,12860,205
09/20-11:00,4382000,317350,361000,59000,12805,206
09/20-12:00,4380000,317550,364100,58800,12810,206
09/20-13:00,4379000,317400,363600,58700,12800,205
09/20-14:00,4378000,316700,362150,58520,12745,206
09/20-15:00,4397000,318400,362000,59220,12800,207
09/20-16:00,4405000,319150,361900,59140,12820,206
09/20-17:00,4397000,318000,364300,58880,12810,206
09/20-18:00,4393000,318150,363750,58830,12800,206
09/20-19:00,4384000,317950,366500,58650,12795,207
09/20-20:00,4393000,317800,366650,58540,12760,206
09/20-21:00,4383000,317300,378400,58470,12675,205
09/20-22:00,4390000,319250,376200,58830,12790,205
09/20-23:00,4445000,322950,380600,59600,12920,208
09/21-00:00,4435000,322400,377550,59230,12875,207
09/21-01:00,4413000,320300,378200,58810,12750,206
09/21-02:00,4444000,322950,376400,59000,12790,206
09/21-03:00,4420000,321150,380650,58860,12815,207
09/21-04:00,4426000,321500,379800,58850,12780,206
09/21-05:00,4408000,320350,379750,58830,12780,205
09/21-06:00,4414000,320850,381400,58850,12800,206
09/21-07:00,4414000,321950,385800,58880,12800,205
09/21-08:00,4420000,323550,397200,58920,12790,206
09/21-09:00,4373000,319050,386400,58160,12680,204
09/21-10:00,4374000,320150,385500,58260,12670,204
09/21-11:00,4366000,319000,382100,57840,12640,205
09/21-12:00,4388000,319650,387000,58270,12730,204
09/21-13:00,4356000,317750,384450,57710,12620,204
09/21-14:00,4373000,318350,386000,57580,12620,203
09/21-15:00,4371000,318000,392350,57520,12530,204
09/21-16:00,4364000,317700,403000,57480,12540,203
09/21-17:00,4385000,321850,407000,58070,12660,204
09/21-18:00,4369000,320050,414000,57880,12560,204
09/21-19:00,4370000,319700,409800,57580,12450,203
09/21-20:00,4385000,320700,403300,58350,12560,204
09/21-21:00,4360000,319800,411750,58500,12570,205
09/21-22:00,4364000,319950,411450,58300,12535,204
09/21-23:00,4369000,319350,408550,58100,12595,205
09/22-00:00,4295000,315800,403600,57510,12450,203
09/22-01:00,4321000,313450,400500,56580,12375,203
09/22-02:00,4215000,305300,390700,55090,12000,200
09/22-03:00,4219000,304000,389000,55000,11920,201
09/22-04:00,4234000,301950,386250,54310,11800,200
09/22-05:00,4171000,294250,377600,52880,11570,198
09/22-06:00,4189000,301100,382950,54400,11795,199
09/22-07:00,4127000,294300,375350,53100,11660,196
09/22-08:00,4102000,293500,370800,52620,11480,196
09/22-09:00,4096000,292100,373450,53000,11400,194
09/22-10:00,4169000,298000,398000,54000,11760,197
09/22-11:00,4168000,298600,396100,53880,11645,197
09/22-12:00,4156000,297600,396500,53460,11680,196
09/22-13:00,4197000,301400,398950,54270,11790,198
09/22-14:00,4229000,304250,398200,54590,11850,197
09/22-15:00,4228000,304300,399600,54640,11800,198
09/22-16:00,4248000,306300,400950,54900,11850,199
09/22-17:00,4165000,298850,387550,53820,11685,197
09/22-18:00,4166000,299550,394750,53610,11600,197
09/22-19:00,4126000,293350,382450,52480,11460,195
09/22-20:00,4114000,294600,387700,52430,11430,194
09/22-21:00,4064000,291000,379900,51720,11350,193
09/22-22:00,4118000,296000,385950,52880,11480,194
09/22-23:00,4090000,293950,381950,51840,11345,194
09/23-00:00,4104000,294350,386000,52180,11460,194
09/23-01:00,4076000,293000,382950,52000,11320,193
09/23-02:00,4076000,294600,383750,52170,11440,194
09/23-03:00,4084000,295300,383350,52240,11345,193
09/23-04:00,4082000,296350,384950,52350,11340,194
09/23-05:00,4116000,299600,391050,53030,11550,196
09/23-06:00,4145000,300600,389950,58000,11650,196
09/23-07:00,4164000,302550,394700,55880,11705,197
09/23-08:00,4145000,300800,393600,55100,11710,197
09/23-09:00,4156000,302000,395900,54980,11700,198
09/23-10:00,4140000,300900,394000,54270,11580,196
09/23-11:00,4112000,299550,392750,53300,11570,196
09/23-12:00,4153000,301450,393400,54090,11715,197
09/23-13:00,4146000,300950,393550,53970,11665,195
09/23-14:00,4189000,303950,399700,54400,11710,197
